0.5	4.185821234394234e-08	-174.12926472285784	-1.6363521535104296e-08	-2.758681732253589e-09
0.5	1.2807817702081657e-08	-88.9148983690047	8.185386360757042e-09	-2.845788172780928e-08
0.5	4.946139146023907e-08	-173.2944000920457	-6.96573294642934e-08	-2.108826874183403e-08
0.5	7.11208492664026e-08	159.7619587045487	-5.428044672990851e-08	1.884739070409609e-08
0.5	2.901129930727972e-08	-55.45534573758431	-2.968879918133982e-09	-1.4287230669798364e-08
0.5	2.4769750738808642e-08	-57.11353749359076	4.6623895298531046e-09	-2.5196221962720502e-08
0.5	3.716514163692004e-08	-88.65438259286009	3.396889275684919e-08	-1.4203300447004655e-08
0.5	2.2791629340206655e-08	-137.11353346230868	-2.8788499377530512e-08	-3.814023547623635e-08
0.5	8.104300220024236e-08	-105.98780351536418	-4.141206765530465e-08	-7.892629936190007e-08
0.5	6.171705063805363e-08	-69.63461811807527	1.9149810638035957e-08	-3.990460845745841e-08
0.6000000000000001	1.600260928529446e-08	-116.61084737560317	-1.2367027833063749e-08	-3.335521200224542e-08
0.6000000000000001	6.291212552279271e-08	-176.8231469411865	-6.190087090259505e-08	-8.318191299335736e-09
0.6000000000000001	2.4986929528716332e-08	-149.33882263819558	-1.9779887064069188e-08	-5.194262271947756e-09
0.6000000000000001	3.97040709147622e-08	-163.11181779784	-2.824260064719597e-08	-2.2097460663172856e-08
0.6000000000000001	5.393373368207893e-08	153.4463530018984	-4.8029948333240004e-08	1.899369098890105e-08
0.6000000000000001	3.300024206142158e-08	-135.6325762595464	-3.508136390526503e-08	-4.330531913119425e-08
0.6000000000000001	6.279763363932067e-08	-121.72792367231642	-3.2282880732814684e-08	-3.562223652241275e-08
0.6000000000000001	3.3000910727661226e-08	-9.338568568974646	1.0999863059723643e-09	-5.952312184823597e-09
0.6000000000000001	2.7844482303562853e-08	-107.58124726755561	1.054287743396524e-08	-2.288551823823415e-08
0.6000000000000001	4.205023733321574e-08	-127.43663057663049	-2.6986737133133103e-08	-5.0316271481379924e-08
0.7000000000000001	6.793046505809714e-08	-106.16758622202575	-4.360159104323273e-08	-5.461085508423583e-08
0.7000000000000001	7.374278785317796e-08	-93.17632044291786	1.6247400617277284e-08	-4.924403005835899e-08
0.7000000000000001	2.982431811133941e-08	-70.88070795838802	6.69954763677452e-09	-2.6186456637821057e-08
0.7000000000000001	3.538187376754364e-08	-137.2666656585561	-6.1570692019366224e-09	-1.4852341909427302e-08
0.7000000000000001	5.0931401726862854e-08	-146.32968908550419	-2.387542641944477e-08	-3.0734942386245547e-08
0.7000000000000001	3.211923357069804e-08	-148.49892697647385	-3.0454556150408674e-08	-1.2553015787235951e-08
0.7000000000000001	5.546155082777452e-08	158.29352152610963	-4.923656328505e-08	1.0964885627340775e-08
0.7000000000000001	5.686317331608841e-08	125.63134395137901	-4.7509183481096484e-08	6.042584248479017e-08
0.7000000000000001	6.799900130401495e-08	170.1317738733645	-7.305995651520929e-08	2.6411063141018255e-08
0.7000000000000001	6.977446409693774e-08	-140.34291531256935	-4.8992991745463375e-08	-4.768719362804499e-08
0.8	4.4846755567570675e-08	-12.279670520860702	-3.800985085105914e-08	-1.5785340786083173e-09
0.8	1.933495871599387e-08	-100.10379339831263	3.261929477432638e-09	-4.3169923534575834e-08
0.8	7.084270096461824e-08	-94.67876621988371	-9.32418995116567e-09	-7.794723645599e-08
0.8	5.099918584486394e-08	-101.33592124226094	-1.8286071052206385e-08	-2.2257336896301208e-08
0.8	2.7273805342018375e-08	-74.77308245132024	3.2246105160434585e-08	-2.8497827545473802e-08
0.8	6.289849745647613e-08	-71.84789157158228	1.7317448853081033e-08	-8.074023553515331e-08
0.8	6.8386971756419e-08	-135.07905083349556	-2.4284047718088032e-09	-4.633472107975208e-08
0.8	4.468352645137455e-08	154.43477240464358	-3.422881028401245e-08	2.0151302254646096e-08
0.8	2.4884904425684653e-08	-105.83821843907509	-9.448044698544123e-09	-4.6763698562663616e-08
0.8	3.7296957176353526e-08	-130.81195166386098	-4.252291201242541e-08	5.496453660164661e-10
